dur_qualtrics_sec,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q9_5_TEXT,rep_avail,Q10,Q11,Q12,Q13,Q14,Q15
366,Reviewer6,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3125-2017,"LÃ³pez, P.L.; Sutanudjaja, E.H.; Schellekens, J.; Sterk, G.; Bierkens, M.F.P. (2017) Calibration of a large-scale hydrological model using satellite-based soil moisture and evapotranspiration products. Hydrology and Earth System Sciences. 21, 3125-3144.","Some or all applicable (available, third party request, author request)","Some or all of data/model/code can be found online (GitHub/website/HydroShare etc) or as part of the article (tables,appendix, supplemental material, attachment etc)","Directions to run,Code/Model/Software,Input data",,Not sure (unclear materials.....hard to follow),Would need to download and test.,,avail,No- Terminate,,,,,
590,Reviewer4,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3145-2017,"Abera, W.; Formetta, G.; Brocca, L.; Rigon, R. (2017) Modeling the water budget of the Upper Blue Nile basin using the JGrass-NewAge model system and satellite data. Hydrology and Earth System Sciences. 21, 3145-3165.","Some or all applicable (available, third party request, author request)","Some or all of data/model/code can be found online (GitHub/website/HydroShare etc) or as part of the article (tables,appendix, supplemental material, attachment etc),Third Party Request","Code/Model/Software,Input data,Materials linked by unique and persistent identifiers","Includes data and software, but unclear how any results were generated",,,,,,,10,,,
3378,Reviewer6,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3167-2017,"GÃƒÂ¼ntner, A.; Reich, M.; Mikolaj, M.; Creutzfeldt, B.; Schroeder, S.; Wziontek, H. (2017) Landscape-scale water balance monitoring with an iGrav superconducting gravimeter in a field enclosure. Hydrology and Earth System Sciences. 21, 3167-3182.","Some or all applicable (available, third party request, author request)","Some or all of data/model/code can be found online (GitHub/website/HydroShare etc) or as part of the article (tables,appendix, supplemental material, attachment etc)","Directions to run,Code/Model/Software,Input data,Hardware/Software requirements,Stated data persistence policy,Materials linked by unique and persistent identifiers",,Not sure (unclear materials.....hard to follow),,,repro,Yes,No (explain why on the next question),90,"Unclear directions,Did not generate results","Unfamiliar with required software, no definitive instructions.  Was not able to replicate results.",
500608,Reviewer2,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3167-2017,"GÃ¼ntner, A.; Reich, M.; Mikolaj, M.; Creutzfeldt, B.; Schroeder, S.; Wziontek, H. (2017) Landscape-scale water balance monitoring with an iGrav superconducting gravimeter in a field enclosure. Hydrology and Earth System Sciences. 21, 3167-3182.","Some or all applicable (available, third party request, author request)","Some or all of data/model/code can be found online (GitHub/website/HydroShare etc) or as part of the article (tables,appendix, supplemental material, attachment etc)","Directions to run,Code/Model/Software,Input data,Hardware/Software requirements,Metadata to describe the code,Common file format /instructions to open",Looks like everything is here.,Yes,,,avail,No- Terminate,,20,,,
165,Reviewer3,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3249-2017,"Bravo, C.; Loriaux, T.; Rivera, A.; Brock, B.W. (2017) Assessing glacier melt contribution to streamflow at Universidad Glacier, central Andes of Chile. Hydrology and Earth System Sciences. 21, 3249-3266.","Some or all applicable (available, third party request, author request)","Data available  only in article figures/tables/text,Author Request",,,,,,,,,,,,
296,Reviewer1,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3353-2017,"Botto, A.; Ganora, D.; Claps, P.; Laio, F. (2017) Technical note: Design flood under hydrological uncertainty. Hydrology and Earth System Sciences. 21, 3353-3358.","Some or all applicable (available, third party request, author request)","Some or all of data/model/code can be found online (GitHub/website/HydroShare etc) or as part of the article (tables,appendix, supplemental material, attachment etc)",Input data,,,,,,,,,,,"""The work is based on simulated data. The results can be reproduced by randomly generating datasets as described in the text of this paper"". Its not clear where the code is and how it could be reused"
120,Reviewer1,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3359-2017,"Fang, Y.-H.; Zhang, X.; Corbari, C.; Mancini, M.; Niu, G.-Y.; Zeng, W. (2017) Improving the Xin'anjiang hydrological model based on mass-energy balance. Hydrology and Earth System Sciences. 21, 3359-3375.","Some or all applicable (available, third party request, author request)","Third Party Request,Author Request",,"Data availability. All data except hydrological data (i.e. precipitation, pan evaporation, runoff) can be accessed through URLs provided in Sect. 3.2. Those who need hydrological data can contact the corresponding author X. Zhang (zxn@hhu.edu.cn).",,,,,,,5,,,
124,Reviewer1,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3619-2017,"Han, S.; Tian, F.; Liu, Y.; Duan, X. (2017) Socio-hydrological perspectives of the co-evolution of humans and groundwater in Cangzhou, North China Plain. Hydrology and Earth System Sciences. 21, 3619-3633.","Some or all applicable (available, third party request, author request)",Author Request,,Data availability. The data in this study are available on request,,,,,,,5,,,
127,Reviewer6,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3777-2017,"Koster, R.D.; Betts, A.K.; Dirmeyer, P.A.; Bierkens, M.; Bennett, K.E.; DÃ©ry, S.J.; Evans, J.P.; Fu, R.; Hernandez, F.; Ruby Leung, L.; Liang, X.; Masood, M.; Savenije, H.; Wang, G.; Yuan, X. (2017) Hydroclimatic variability and predictability: A survey of recent research. Hydrology and Earth System Sciences. 21, 3777-3798.",Not applicable - dataless paper/review paper,,,Survey of large-scale hydroclimatic variability research.,,,,,,,,,,
975,Reviewer2,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3799-2017,"Oerter, E.; Malone, M.; Putman, A.; Drits-Esser, D.; Stark, L.; Bowen, G. (2017) Every apple has a voice: Using stable isotopes to teach about food sourcing and the water cycle. Hydrology and Earth System Sciences. 21, 3799-3810.","Some or all applicable (available, third party request, author request)","Some or all of data/model/code can be found online (GitHub/website/HydroShare etc) or as part of the article (tables,appendix, supplemental material, attachment etc)","Materials linked by unique and persistent identifiers,Common file format /instructions to open",Data availability statement says No data sets were used in this article. This is incorrect. Educational teaching tools (activities/visual support) available in journal supplemental materials. Student survey/test responses (summarized in the paper) are not available. ,,,,,,,15,,,
119,Reviewer4,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3839-2017,"Wright, A.; Walker, J.P.; Robertson, D.E.; Pauwels, V.R.N.; Sprenger, M.; Tetzlaff, D.; Soulsby, C. (2017) Soil water stable isotopes reveal evaporation dynamics at the soil-plant-atmosphere interface of the critical zone. Hydrology and Earth System Sciences. 21, 3839-3856.","Some or all applicable (available, third party request, author request)",Author Request,,Data availability statement,,,,,,,3,,,
468,Reviewer1,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-3879-2017,"McCabe, M.F.; Rodell, M.; Alsdorf, D.E.; Miralles, D.G.; Uijlenhoet, R.; Wagner, W.; Lucieer, A.; Houborg, R.; Verhoest, N.E.C.; Franz, T.E.; Shi, J.; Gao, H.; Wood, E.F. (2017) The future of Earth observation in hydrology. Hydrology and Earth System Sciences. 21, 3879-3914.","Some or all applicable (available, third party request, author request)",Data available  only in article figures/tables/text,,This is a review paper with a video as a supplementary doc,,,,,,,10,,,
79,Reviewer1,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-393-2017,"Wu, Q.; Liu, S.; Cai, Y.; Li, X.; Jiang, Y. (2017) Improvement of hydrological model calibration by selecting multiple parameter ranges. Hydrology and Earth System Sciences. 21, 393-407.","Some or all applicable (available, third party request, author request)",Author Request,,Please contact the corresponding author to access the data in this study.,,,,,,,5,,,
161,Reviewer6,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-409-2017,"Evans, J.P.; Meng, X.; McCabe, M.F. (2017) Land surface albedo and vegetation feedbacks enhanced the millennium drought in south-east Australia. Hydrology and Earth System Sciences. 21, 409-422.","Some or all applicable (available, third party request, author request)",Author Request,,,,,,,,,5,,,No Replication 
1062,Reviewer3,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-4149-2017,"Ceperley, N.C.; Mande, T.; Van De Giesen, N.; Tyler, S.; Yacouba, H.; Parlange, M.B. (2017) Evaporation from cultivated and semi-wild Sudanian Savanna in west Africa. Hydrology and Earth System Sciences. 21, 4149-4167.","Some or all applicable (available, third party request, author request)","Some or all of data/model/code can be found online (GitHub/website/HydroShare etc) or as part of the article (tables,appendix, supplemental material, attachment etc)",Input data,,,,,,,,,,,
419,Reviewer2,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-4213-2017,"Beyer, M.; Morgenstern, U.; Van Der Raaij, R.; Martindale, H. (2017) Halon-1301-further evidence of its performance as an age tracer in New Zealand groundwater. Hydrology and Earth System Sciences. 21, 4213-4231.","Some or all applicable (available, third party request, author request)",Author Request,,,,,,,,,5,,,
1220,Reviewer1,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-4347-2017,"Massari, C.; Crow, W.; Brocca, L. (2017) An assessment of the performance of global rainfall estimates without ground-based observations. Hydrology and Earth System Sciences. 21, 4347-4361.","Some or all applicable (available, third party request, author request)",Third Party Request,,This study is based on third-party data. The citations to the data sets along with the data providers can be found in the data description section (Sect. 2). The reader can find necessary information for downloading the data in the website of the providers.,,,,,,,15,,,
186,Reviewer3,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-4363-2017,"Gao, G.; Zhang, J.; Liu, Y.; Ning, Z.; Fu, B.; Sivapalan, M. (2017) Spatio-temporal patterns of the effects of precipitation variability and land use/cover changes on long-term changes in sediment yield in the Loess Plateau, China. Hydrology and Earth System Sciences. 21, 4363-4678.","Some or all applicable (available, third party request, author request)",Author Request,,,,,,,,,,,,
749,Reviewer3,Hydrology and Earth System Sciences (HESS),10.5194/hess-21-4403-2017,"Tobin, J.K.; Torres, R.; Crow, T.W.; Bennett, E.M. (2017) Multi-decadal analysis of root-zone soil moisture applying the exponential filter across CONUS. Hydrology and Earth System Sciences. 21, 4403-4417.","Some or all applicable (available, third party request, author request)","Some or all of data/model/code can be found online (GitHub/website/HydroShare etc) or as part of the article (tables,appendix, supplemental material, attachment etc)",Input data,,,,,,,,,,,
